id_transaksi,tanggal,cabang,kategori_produk,nama_produk,harga_satuan,jumlah_terjual,total_penjualan,metode_pembayaran,jenis_kelamin_pelanggan,usia_pelanggan,rating_kepuasan,status_promo,biaya_iklan_harian
TRX00199,2026-03-03,Jakarta,Laptop,HP 14,16200000,2,32400000,E-Wallet,Perempuan,53,4,Tidak,970000
TRX00200,2026-02-12,Bandung,Aksesoris,Headset Bluetooth,950000,1,950000,E-Wallet,Laki-laki,22,4,Tidak,440000
TRX00201,2026-03-29,Malang,Elektronik Rumah Tangga,Kipas Angin,3900000,1,4374000,Kredit,Laki-laki,57,3,Ya,450000
TRX00202,2026-02-28,Bandung,Laptop,HP 14,11350000,3,34050000,Debit,Laki-laki,31,4,Tidak,360000
TRX00203,2026-05-21,Surabaya,Smartphone,Samsung Galaxy A15,10000000,5,54496000,Debit,Laki-laki,48,5,Ya,430000
TRX00204,2026-01-18,Surabaya,Laptop,Lenovo IdeaPad Slim 3,8850000,5,44250000,Kredit,Laki-laki,59,1,Tidak,740000
TRX00205,2026-04-29,Surabaya,Elektronik Rumah Tangga,Rice Cooker Digital,6300000,2,14743000,E-Wallet,Perempuan,49,5,Ya,580000
TRX00206,2026-03-12,Bandung,Smartphone,Vivo V30,3950000,1,4468000,Kredit,Laki-laki,32,4,Ya,430000
TRX00207,2026-01-01,Bandung,Elektronik Rumah Tangga,"Smart TV 43""",5450000,3,16350000,Debit,Laki-laki,27,4,Tidak,360000
TRX00208,2026-05-11,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",6050000,1,6050000,Kredit,Laki-laki,55,5,Tidak,600000
TRX00209,2026-03-22,Jakarta,Laptop,HP 14,7700000,4,36828000,Debit,Laki-laki,46,3,Ya,1070000
TRX00210,2026-06-12,Malang,Smartphone,Xiaomi Redmi Note 14,6900000,4,27600000,Debit,Laki-laki,35,3,Tidak,430000
TRX00211,2026-04-13,Bandung,Laptop,Acer Aspire 5,7100000,1,7100000,E-Wallet,Perempuan,35,3,Tidak,440000
TRX00212,2026-03-22,Malang,Smartphone,Samsung Galaxy A15,2600000,2,6371000,E-Wallet,Perempuan,30,4,Ya,500000
TRX00213,2026-03-18,Bandung,Laptop,ASUS Vivobook 14,16800000,1,19799000,Kredit,Perempuan,55,5,Ya,380000
TRX00214,2026-04-15,Surabaya,Elektronik Rumah Tangga,Kipas Angin,5050000,2,10100000,Kredit,Perempuan,20,3,Tidak,560000
TRX00215,2026-02-10,Surabaya,Smartphone,Vivo V30,10700000,2,21400000,Debit,Laki-laki,31,3,Tidak,540000
TRX00216,2026-04-14,Jakarta,Elektronik Rumah Tangga,"Smart TV 43""",1950000,5,9750000,Debit,Perempuan,22,1,Tidak,750000
TRX00217,2026-05-11,Surabaya,Elektronik Rumah Tangga,Air Fryer,1300000,6,7800000,Kredit,Laki-laki,45,4,Tidak,620000
TRX00218,2026-06-18,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",1800000,4,7200000,Tunai,Perempuan,60,4,Tidak,640000
TRX00219,2026-01-21,Jakarta,Elektronik Rumah Tangga,"Smart TV 43""",2600000,1,3033000,E-Wallet,Laki-laki,40,4,Ya,980000
TRX00220,2026-05-23,Jakarta,Aksesoris,Power Bank,1000000,1,1000000,E-Wallet,Laki-laki,44,4,Tidak,860000
TRX00221,2026-01-11,Malang,Smartphone,Samsung Galaxy A15,7250000,2,14500000,Debit,Laki-laki,49,4,Tidak,490000
TRX00222,2026-04-15,Surabaya,Laptop,Lenovo IdeaPad Slim 3,14650000,2,29300000,Debit,Laki-laki,25,1,Tidak,690000
TRX00223,2026-05-13,Jakarta,Smartphone,OPPO Reno 12,9200000,1,9677000,Tunai,Laki-laki,27,4,Ya,1080000
TRX00224,2026-01-14,Jakarta,Aksesoris,Power Bank,250000,6,1500000,Tunai,Laki-laki,35,4,Tidak,750000
TRX00225,2026-03-15,Malang,Smartphone,OPPO Reno 12,8450000,4,36298000,E-Wallet,Perempuan,44,4,Ya,340000
TRX00226,2026-01-15,Bandung,Elektronik Rumah Tangga,Kipas Angin,2150000,3,6450000,Debit,Laki-laki,41,4,Tidak,420000
TRX00227,2026-05-21,Surabaya,Laptop,HP 14,8300000,3,24900000,Kredit,Perempuan,29,3,Tidak,530000
TRX00228,2026-01-20,Jakarta,Smartphone,Xiaomi Redmi Note 14,10950000,2,21900000,E-Wallet,Laki-laki,41,2,Tidak,800000
TRX00229,2026-06-21,Bandung,Elektronik Rumah Tangga,"Smart TV 43""",3900000,2,7800000,E-Wallet,Perempuan,19,5,Tidak,470000
TRX00230,2026-06-03,Jakarta,Aksesoris,Power Bank,800000,3,2581000,Kredit,Laki-laki,39,3,Ya,840000
TRX00231,2026-01-14,Bandung,Aksesoris,Mouse Wireless,850000,2,1700000,E-Wallet,Perempuan,24,2,Tidak,390000
TRX00232,2026-04-08,Bandung,Elektronik Rumah Tangga,Air Fryer,3850000,2,7700000,Debit,Perempuan,38,3,Tidak,360000
TRX00233,2026-04-17,Bandung,Elektronik Rumah Tangga,Air Fryer,6300000,4,25200000,E-Wallet,Laki-laki,40,4,Tidak,440000
TRX00234,2026-05-14,Malang,Smartphone,OPPO Reno 12,5500000,2,11000000,Kredit,Laki-laki,55,2,Tidak,490000
TRX00235,2026-05-06,Malang,Smartphone,OPPO Reno 12,3950000,1,3950000,Debit,Laki-laki,59,5,Tidak,430000
TRX00236,2026-02-22,Surabaya,Elektronik Rumah Tangga,Rice Cooker Digital,4850000,3,14550000,E-Wallet,Perempuan,54,4,Tidak,560000
TRX00237,2026-04-30,Surabaya,Smartphone,OPPO Reno 12,11600000,1,12630000,E-Wallet,Laki-laki,58,5,Ya,560000
TRX00238,2026-05-03,Surabaya,Smartphone,OPPO Reno 12,8150000,1,8150000,E-Wallet,Laki-laki,41,5,Tidak,690000
TRX00239,2026-02-27,Jakarta,Aksesoris,Mouse Wireless,600000,1,600000,Debit,Perempuan,42,4,Tidak,1040000
TRX00240,2026-04-18,Surabaya,Smartphone,Vivo V30,3550000,2,7100000,E-Wallet,Laki-laki,45,4,Tidak,650000
TRX00241,2026-02-03,Malang,Elektronik Rumah Tangga,"Smart TV 43""",1600000,3,4800000,Tunai,Perempuan,42,4,Tidak,460000
TRX00242,2026-05-07,Bandung,Aksesoris,Headset Bluetooth,150000,1,150000,E-Wallet,Perempuan,25,4,Tidak,360000
TRX00243,2026-05-15,Surabaya,Aksesoris,Keyboard Mechanical,450000,2,1090000,E-Wallet,Laki-laki,25,5,Ya,600000
TRX00244,2026-02-24,Malang,Smartphone,Xiaomi Redmi Note 14,2150000,2,4300000,Kredit,Perempuan,55,2,Tidak,380000
TRX00245,2026-02-01,Jakarta,Smartphone,OPPO Reno 12,6650000,3,19950000,Kredit,Perempuan,32,5,Tidak,900000
TRX00246,2026-01-05,Surabaya,Smartphone,OPPO Reno 12,8650000,1,8650000,Debit,Perempuan,35,4,Tidak,760000
TRX00247,2026-03-18,Malang,Aksesoris,Headset Bluetooth,1200000,2,2617000,Kredit,Perempuan,60,4,Ya,360000
TRX00248,2026-01-19,Bandung,Elektronik Rumah Tangga,Rice Cooker Digital,2100000,1,2100000,Kredit,Laki-laki,28,5,Tidak,450000
TRX00249,2026-05-04,Jakarta,Laptop,Lenovo IdeaPad Slim 3,14450000,5,72250000,E-Wallet,Perempuan,57,4,Tidak,880000
TRX00250,2026-01-20,Bandung,Smartphone,Xiaomi Redmi Note 14,7100000,1,7100000,E-Wallet,Laki-laki,22,4,Tidak,410000
TRX00251,2026-01-23,Bandung,Smartphone,Vivo V30,5500000,5,27500000,E-Wallet,Laki-laki,23,4,Tidak,450000
TRX00252,2026-04-14,Bandung,Smartphone,Vivo V30,7750000,3,23250000,E-Wallet,Laki-laki,54,4,Tidak,340000
TRX00253,2026-03-01,Malang,Laptop,HP 14,12700000,2,25400000,Debit,Perempuan,21,2,Tidak,340000
TRX00254,2026-02-13,Malang,Laptop,Acer Aspire 5,11200000,3,33600000,E-Wallet,Perempuan,20,2,Tidak,430000
TRX00255,2026-02-13,Malang,Elektronik Rumah Tangga,Air Fryer,3150000,3,10358000,Kredit,Perempuan,36,3,Ya,500000
TRX00256,2026-03-24,Surabaya,Laptop,Lenovo IdeaPad Slim 3,10400000,2,24189000,Kredit,Laki-laki,18,4,Ya,590000
TRX00257,2026-02-06,Surabaya,Smartphone,Samsung Galaxy A15,3350000,2,7351000,E-Wallet,Laki-laki,50,3,Ya,440000
TRX00258,2026-05-12,Bandung,Elektronik Rumah Tangga,Kipas Angin,5800000,1,6640000,Kredit,Laki-laki,51,4,Ya,350000
TRX00259,2026-05-14,Malang,Aksesoris,Keyboard Mechanical,1000000,4,4000000,E-Wallet,Perempuan,52,4,Tidak,420000
TRX00260,2026-02-21,Malang,Smartphone,Vivo V30,10600000,1,10600000,Kredit,Perempuan,52,4,Tidak,520000
TRX00261,2026-05-12,Malang,Smartphone,Samsung Galaxy A15,10250000,3,30750000,Debit,Laki-laki,28,3,Tidak,410000
TRX00262,2026-05-26,Jakarta,Elektronik Rumah Tangga,Kipas Angin,1750000,3,5250000,Kredit,Laki-laki,29,4,Tidak,840000
TRX00263,2026-06-29,Bandung,Smartphone,Samsung Galaxy A15,5350000,5,26750000,Kredit,Laki-laki,27,4,Tidak,420000
TRX00264,2026-01-23,Jakarta,Elektronik Rumah Tangga,Air Fryer,6950000,1,7835000,Debit,Laki-laki,57,2,Ya,780000
TRX00265,2026-04-22,Bandung,Smartphone,Vivo V30,2350000,1,2758000,Kredit,Perempuan,33,4,Ya,330000
TRX00266,2026-03-09,Bandung,Elektronik Rumah Tangga,"Smart TV 43""",3850000,2,9482000,E-Wallet,Laki-laki,20,3,Ya,480000
TRX00267,2026-03-24,Surabaya,Laptop,Lenovo IdeaPad Slim 3,12650000,1,14730000,E-Wallet,Perempuan,30,3,Ya,690000
TRX00268,2026-05-27,Malang,Aksesoris,Keyboard Mechanical,500000,1,500000,E-Wallet,Perempuan,24,4,Tidak,580000
TRX00269,2026-04-02,Surabaya,Smartphone,Samsung Galaxy A15,6750000,2,13500000,Tunai,Perempuan,39,4,Tidak,590000
TRX00270,2026-06-14,Surabaya,Laptop,Lenovo IdeaPad Slim 3,14250000,2,30988000,E-Wallet,Laki-laki,28,5,Ya,590000
TRX00271,2026-04-16,Malang,Smartphone,Xiaomi Redmi Note 14,4850000,3,17792000,Debit,Laki-laki,51,4,Ya,410000
TRX00272,2026-05-11,Malang,Smartphone,Samsung Galaxy A15,10650000,2,23010000,Tunai,Laki-laki,54,2,Ya,410000
TRX00273,2026-01-04,Jakarta,Smartphone,Xiaomi Redmi Note 14,8650000,1,8650000,E-Wallet,Laki-laki,53,3,Tidak,930000
TRX00274,2026-06-27,Jakarta,Laptop,ASUS Vivobook 14,8150000,1,8150000,E-Wallet,Perempuan,56,4,Tidak,1050000
TRX00275,2026-02-06,Bandung,Smartphone,Xiaomi Redmi Note 14,8750000,1,8750000,Kredit,Laki-laki,27,3,Tidak,400000
TRX00276,2026-06-26,Surabaya,Laptop,Acer Aspire 5,13850000,3,41550000,E-Wallet,Perempuan,26,5,Tidak,530000
TRX00277,2026-04-22,Surabaya,Laptop,Lenovo IdeaPad Slim 3,10450000,3,31350000,E-Wallet,Laki-laki,52,4,Tidak,650000
TRX00278,2026-05-06,Surabaya,Elektronik Rumah Tangga,Rice Cooker Digital,400000,1,400000,Kredit,Perempuan,37,4,Tidak,670000
TRX00279,2026-03-20,Jakarta,Aksesoris,Mouse Wireless,450000,1,543000,E-Wallet,Perempuan,18,4,Ya,990000
TRX00280,2026-02-28,Bandung,Laptop,Acer Aspire 5,9750000,3,33044000,Kredit,Perempuan,20,5,Ya,320000
TRX00281,2026-04-01,Surabaya,Smartphone,Samsung Galaxy A15,9200000,2,18400000,E-Wallet,Laki-laki,40,2,Tidak,540000
TRX00282,2026-03-05,Bandung,Laptop,ASUS Vivobook 14,17400000,2,34800000,Kredit,Perempuan,31,2,Tidak,400000
TRX00283,2026-01-24,Jakarta,Smartphone,OPPO Reno 12,6800000,4,27200000,E-Wallet,Laki-laki,47,4,Tidak,830000
TRX00284,2026-01-07,Malang,Smartphone,OPPO Reno 12,2650000,2,5300000,Debit,Laki-laki,45,3,Tidak,520000
TRX00285,2026-01-08,Bandung,Smartphone,Vivo V30,8800000,2,17600000,Debit,Laki-laki,42,4,Tidak,400000
TRX00286,2026-04-14,Jakarta,Smartphone,Samsung Galaxy A15,6200000,4,24800000,E-Wallet,Laki-laki,48,4,Tidak,990000
TRX00287,2026-01-10,Jakarta,Smartphone,Xiaomi Redmi Note 14,2950000,1,2950000,Kredit,Laki-laki,23,5,Tidak,870000
TRX00288,2026-03-27,Bandung,Smartphone,Vivo V30,10350000,4,50837000,E-Wallet,Laki-laki,38,2,Ya,470000
TRX00289,2026-04-07,Surabaya,Aksesoris,Keyboard Mechanical,500000,1,500000,Debit,Laki-laki,48,5,Tidak,610000
TRX00290,2026-03-30,Malang,Smartphone,Samsung Galaxy A15,5050000,1,5050000,E-Wallet,Laki-laki,41,5,Tidak,360000
TRX00291,2026-01-12,Surabaya,Laptop,Lenovo IdeaPad Slim 3,9250000,1,9250000,E-Wallet,Perempuan,56,4,Tidak,630000
TRX00292,2026-06-02,Surabaya,Aksesoris,Keyboard Mechanical,400000,2,800000,Tunai,Laki-laki,18,4,Tidak,590000
TRX00293,2026-01-06,Malang,Smartphone,OPPO Reno 12,11550000,4,52360000,Kredit,Perempuan,22,4,Ya,500000
TRX00294,2026-02-25,Surabaya,Laptop,Lenovo IdeaPad Slim 3,16450000,2,32900000,Debit,Laki-laki,49,5,Tidak,270000
TRX00295,2026-05-11,Surabaya,Aksesoris,Power Bank,750000,2,1769000,E-Wallet,Laki-laki,23,5,Ya,630000
TRX00296,2026-01-09,Jakarta,Smartphone,Vivo V30,7700000,5,41880000,Kredit,Perempuan,48,4,Ya,830000
TRX00297,2026-05-02,Malang,Smartphone,Samsung Galaxy A15,2150000,3,6450000,Kredit,Perempuan,34,4,Tidak,520000
TRX00298,2026-01-06,Jakarta,Elektronik Rumah Tangga,Air Fryer,350000,2,750000,E-Wallet,Perempuan,59,3,Ya,1060000
TRX00299,2026-06-22,Malang,Elektronik Rumah Tangga,Kipas Angin,1450000,1,1450000,E-Wallet,Laki-laki,50,2,Tidak,370000
TRX00300,2026-02-27,Surabaya,Smartphone,OPPO Reno 12,5250000,1,6168000,Tunai,Perempuan,58,4,Ya,610000
TRX00301,2026-02-19,Jakarta,Laptop,ASUS Vivobook 14,13350000,2,28775000,Tunai,Perempuan,51,3,Ya,790000
TRX00302,2026-06-09,Surabaya,Elektronik Rumah Tangga,Kipas Angin,5100000,2,10200000,Debit,Laki-laki,46,4,Tidak,520000
TRX00303,2026-03-18,Malang,Elektronik Rumah Tangga,Air Fryer,1200000,1,1273000,Kredit,Laki-laki,44,4,Ya,580000
TRX00304,2026-05-15,Surabaya,Aksesoris,Headset Bluetooth,850000,2,1700000,E-Wallet,Laki-laki,56,4,Tidak,860000
TRX00305,2026-05-20,Bandung,Smartphone,Xiaomi Redmi Note 14,11600000,3,34800000,Debit,Perempuan,18,3,Tidak,360000
TRX00306,2026-06-18,Jakarta,Elektronik Rumah Tangga,Rice Cooker Digital,4050000,4,16200000,Debit,Laki-laki,45,3,Tidak,500000
TRX00307,2026-01-10,Surabaya,Smartphone,Samsung Galaxy A15,11750000,1,11750000,Debit,Laki-laki,19,5,Tidak,480000
TRX00308,2026-06-24,Jakarta,Smartphone,Vivo V30,5300000,1,5960000,Tunai,Perempuan,19,4,Ya,780000
TRX00309,2026-03-01,Jakarta,Elektronik Rumah Tangga,Air Fryer,4850000,3,14550000,Tunai,Perempuan,34,4,Tidak,720000
TRX00310,2026-06-01,Bandung,Elektronik Rumah Tangga,Rice Cooker Digital,5300000,3,17309000,Kredit,Laki-laki,58,5,Ya,340000
TRX00311,2026-03-22,Jakarta,Laptop,HP 14,7150000,1,8039000,Debit,Laki-laki,40,4,Ya,910000
TRX00312,2026-01-14,Bandung,Elektronik Rumah Tangga,"Smart TV 43""",600000,2,1422000,Tunai,Laki-laki,27,5,Ya,580000
TRX00313,2026-02-21,Surabaya,Laptop,Acer Aspire 5,11550000,1,11550000,Tunai,Laki-laki,22,3,Tidak,590000
TRX00314,2026-02-11,Jakarta,Smartphone,Samsung Galaxy A15,6150000,1,6150000,Debit,Perempuan,35,1,Tidak,910000
TRX00315,2026-04-11,Bandung,Aksesoris,Headset Bluetooth,1200000,2,2652000,E-Wallet,Laki-laki,25,5,Ya,430000
TRX00316,2026-05-27,Surabaya,Laptop,Lenovo IdeaPad Slim 3,12900000,2,30769000,E-Wallet,Perempuan,54,5,Ya,720000
TRX00317,2026-01-26,Malang,Laptop,HP 14,10100000,6,60600000,Tunai,Laki-laki,55,4,Tidak,520000
TRX00318,2026-01-15,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",5350000,1,5350000,Tunai,Laki-laki,58,4,Tidak,580000
TRX00319,2026-01-28,Jakarta,Smartphone,Xiaomi Redmi Note 14,9150000,1,9150000,Debit,Laki-laki,37,3,Tidak,930000
TRX00320,2026-06-14,Bandung,Smartphone,Xiaomi Redmi Note 14,10700000,5,53500000,Tunai,Laki-laki,58,1,Tidak,380000
TRX00321,2026-02-10,Surabaya,Elektronik Rumah Tangga,Air Fryer,1250000,1,1447000,Debit,Laki-laki,20,5,Ya,690000
TRX00322,2026-03-06,Jakarta,Laptop,HP 14,13650000,3,40950000,Debit,Perempuan,42,4,Tidak,920000
TRX00323,2026-06-07,Jakarta,Aksesoris,Power Bank,1100000,1,1100000,Debit,Laki-laki,22,4,Tidak,750000
TRX00324,2026-03-10,Jakarta,Smartphone,Vivo V30,11550000,3,39559000,E-Wallet,Perempuan,24,2,Ya,1170000
TRX00325,2026-03-19,Jakarta,Laptop,ASUS Vivobook 14,7100000,2,15357000,Kredit,Perempuan,42,3,Ya,830000
TRX00326,2026-06-26,Surabaya,Aksesoris,Keyboard Mechanical,250000,3,750000,Debit,Perempuan,44,5,Tidak,590000
TRX00327,2026-05-13,Jakarta,Smartphone,Vivo V30,8650000,2,19681000,Tunai,Laki-laki,58,3,Ya,670000
TRX00328,2026-01-23,Surabaya,Laptop,Acer Aspire 5,8900000,1,8900000,Tunai,Perempuan,27,2,Tidak,540000
TRX00329,2026-05-20,Surabaya,Smartphone,Samsung Galaxy A15,5850000,5,29250000,E-Wallet,Laki-laki,52,4,Tidak,630000
TRX00330,2026-04-26,Bandung,Smartphone,Xiaomi Redmi Note 14,11950000,2,26729000,Debit,Perempuan,41,3,Ya,330000
TRX00331,2026-01-08,Surabaya,Smartphone,Samsung Galaxy A15,4450000,2,8900000,E-Wallet,Laki-laki,18,3,Tidak,710000
TRX00332,2026-06-08,Malang,Aksesoris,Keyboard Mechanical,1150000,2,2300000,Debit,Perempuan,29,4,Tidak,400000
TRX00333,2026-04-23,Surabaya,Smartphone,Samsung Galaxy A15,3150000,2,6300000,E-Wallet,Laki-laki,18,5,Tidak,770000
TRX00334,2026-04-15,Malang,Smartphone,Vivo V30,6000000,1,6000000,Debit,Perempuan,29,5,Tidak,500000
TRX00335,2026-04-08,Jakarta,Smartphone,Samsung Galaxy A15,9100000,6,54600000,Kredit,Laki-laki,38,4,Tidak,980000
TRX00336,2026-01-03,Jakarta,Smartphone,Vivo V30,6100000,1,6100000,Kredit,Perempuan,20,3,Tidak,1070000
TRX00337,2026-03-08,Surabaya,Smartphone,Xiaomi Redmi Note 14,6550000,4,29422000,E-Wallet,Laki-laki,48,5,Ya,660000
TRX00338,2026-03-25,Surabaya,Smartphone,Xiaomi Redmi Note 14,7000000,1,8669000,Debit,Perempuan,38,5,Ya,720000
TRX00339,2026-06-09,Malang,Smartphone,OPPO Reno 12,2550000,1,3020000,Debit,Laki-laki,51,5,Ya,460000
TRX00340,2026-05-12,Jakarta,Aksesoris,Headset Bluetooth,800000,5,4000000,Kredit,Laki-laki,57,2,Tidak,820000
TRX00341,2026-02-24,Bandung,Aksesoris,Headset Bluetooth,700000,2,1400000,Debit,Perempuan,21,1,Tidak,290000
TRX00342,2026-06-13,Surabaya,Laptop,HP 14,11050000,1,11050000,Kredit,Laki-laki,40,3,Tidak,590000
TRX00343,2026-02-10,Jakarta,Aksesoris,Headset Bluetooth,400000,5,2433000,E-Wallet,Laki-laki,60,3,Ya,1130000
TRX00344,2026-06-04,Malang,Smartphone,Samsung Galaxy A15,4600000,2,9200000,Debit,Laki-laki,37,3,Tidak,520000
TRX00345,2026-03-16,Surabaya,Aksesoris,Power Bank,250000,3,867000,Kredit,Laki-laki,19,1,Ya,480000
TRX00346,2026-04-07,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",4100000,2,8200000,Debit,Perempuan,25,4,Tidak,480000
TRX00347,2026-04-09,Jakarta,Smartphone,OPPO Reno 12,4400000,1,4400000,Debit,Laki-laki,57,1,Tidak,890000
TRX00348,2026-03-30,Jakarta,Elektronik Rumah Tangga,"Smart TV 43""",5800000,2,11600000,Tunai,Perempuan,21,4,Tidak,1000000
TRX00349,2026-03-05,Surabaya,Laptop,Lenovo IdeaPad Slim 3,8650000,3,32129000,Debit,Perempuan,45,3,Ya,550000
TRX00350,2026-05-28,Jakarta,Aksesoris,Power Bank,250000,4,1184000,Kredit,Perempuan,47,4,Ya,910000
TRX00351,2026-02-25,Surabaya,Smartphone,OPPO Reno 12,5050000,5,25250000,Kredit,Perempuan,30,3,Tidak,610000
TRX00352,2026-01-31,Jakarta,Smartphone,OPPO Reno 12,3050000,1,3050000,Debit,Laki-laki,51,4,Tidak,1080000
TRX00353,2026-05-11,Jakarta,Smartphone,Vivo V30,4600000,1,5594000,E-Wallet,Perempuan,22,5,Ya,640000
TRX00354,2026-04-05,Jakarta,Aksesoris,Headset Bluetooth,600000,3,1800000,Debit,Perempuan,42,5,Tidak,1110000
TRX00355,2026-03-24,Bandung,Smartphone,OPPO Reno 12,8250000,3,24750000,E-Wallet,Laki-laki,20,3,Tidak,400000
TRX00356,2026-05-06,Bandung,Laptop,Acer Aspire 5,12500000,2,25000000,Tunai,Laki-laki,50,5,Tidak,400000
TRX00357,2026-04-30,Jakarta,Laptop,Lenovo IdeaPad Slim 3,8600000,4,34400000,E-Wallet,Perempuan,39,1,Tidak,1270000
TRX00358,2026-03-23,Malang,Elektronik Rumah Tangga,Rice Cooker Digital,4550000,2,9936000,Kredit,Laki-laki,58,4,Ya,380000
TRX00359,2026-05-17,Malang,Smartphone,Xiaomi Redmi Note 14,10300000,6,61800000,Debit,Perempuan,37,4,Tidak,470000
TRX00360,2026-02-23,Bandung,Smartphone,OPPO Reno 12,6650000,1,6650000,Tunai,Laki-laki,37,5,Tidak,310000
TRX00361,2026-01-14,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",4550000,4,18200000,Debit,Perempuan,27,4,Tidak,630000
TRX00362,2026-06-07,Surabaya,Laptop,ASUS Vivobook 14,17000000,1,17000000,Kredit,Laki-laki,21,2,Tidak,500000
TRX00363,2026-03-17,Jakarta,Aksesoris,Power Bank,300000,2,660000,Tunai,Laki-laki,18,5,Ya,1000000
TRX00364,2026-04-21,Surabaya,Smartphone,OPPO Reno 12,2650000,3,7950000,E-Wallet,Laki-laki,30,4,Tidak,620000
TRX00365,2026-02-25,Surabaya,Elektronik Rumah Tangga,Rice Cooker Digital,6850000,6,41100000,Tunai,Laki-laki,18,5,Tidak,600000
TRX00366,2026-01-07,Jakarta,Laptop,ASUS Vivobook 14,11200000,4,49366000,Kredit,Laki-laki,33,1,Ya,660000
TRX00367,2026-06-07,Malang,Smartphone,Vivo V30,10150000,4,40600000,Debit,Laki-laki,19,4,Tidak,250000
TRX00368,2026-01-13,Bandung,Elektronik Rumah Tangga,Rice Cooker Digital,2300000,4,9200000,Tunai,Perempuan,29,3,Tidak,350000
TRX00369,2026-03-29,Malang,Elektronik Rumah Tangga,"Smart TV 43""",5150000,2,11315000,Kredit,Perempuan,56,5,Ya,510000
TRX00370,2026-05-06,Jakarta,Laptop,HP 14,10250000,1,11212000,E-Wallet,Perempuan,35,4,Ya,1030000
TRX00371,2026-02-24,Bandung,Laptop,ASUS Vivobook 14,17550000,2,35100000,Kredit,Laki-laki,27,5,Tidak,380000
TRX00372,2026-04-02,Surabaya,Smartphone,Vivo V30,3800000,3,11400000,E-Wallet,Perempuan,56,3,Tidak,520000
TRX00373,2026-02-25,Malang,Laptop,Lenovo IdeaPad Slim 3,14850000,2,29700000,E-Wallet,Laki-laki,25,4,Tidak,420000
TRX00374,2026-03-21,Jakarta,Smartphone,OPPO Reno 12,9100000,2,21202000,E-Wallet,Laki-laki,23,4,Ya,1120000
TRX00375,2026-04-24,Surabaya,Aksesoris,Power Bank,900000,1,1112000,E-Wallet,Laki-laki,20,4,Ya,640000
TRX00376,2026-04-22,Malang,Elektronik Rumah Tangga,Rice Cooker Digital,1150000,5,5750000,E-Wallet,Laki-laki,58,4,Tidak,430000
TRX00377,2026-02-19,Jakarta,Smartphone,Xiaomi Redmi Note 14,10300000,1,10300000,E-Wallet,Laki-laki,53,5,Tidak,870000
TRX00378,2026-02-11,Jakarta,Smartphone,Xiaomi Redmi Note 14,9900000,1,9900000,Debit,Laki-laki,21,5,Tidak,770000
TRX00379,2026-03-19,Jakarta,Elektronik Rumah Tangga,Air Fryer,2000000,2,4546000,Tunai,Perempuan,38,4,Ya,770000
TRX00380,2026-01-27,Surabaya,Aksesoris,Mouse Wireless,400000,2,800000,Debit,Laki-laki,55,5,Tidak,550000
TRX00381,2026-01-29,Surabaya,Laptop,ASUS Vivobook 14,9550000,2,19100000,Kredit,Perempuan,53,5,Tidak,630000
TRX00382,2026-01-23,Surabaya,Laptop,Acer Aspire 5,15600000,1,15600000,E-Wallet,Laki-laki,21,4,Tidak,810000
TRX00383,2026-03-29,Jakarta,Laptop,Lenovo IdeaPad Slim 3,11450000,1,13184000,E-Wallet,Laki-laki,24,5,Ya,930000
TRX00384,2026-06-30,Surabaya,Aksesoris,Headset Bluetooth,500000,1,500000,Debit,Laki-laki,29,5,Tidak,580000
TRX00385,2026-02-10,Malang,Smartphone,OPPO Reno 12,3600000,2,7200000,E-Wallet,Perempuan,30,4,Tidak,540000
TRX00386,2026-01-06,Jakarta,Laptop,Acer Aspire 5,8000000,1,9856000,Debit,Perempuan,24,3,Ya,870000
TRX00387,2026-04-26,Malang,Laptop,Lenovo IdeaPad Slim 3,13050000,5,65250000,E-Wallet,Laki-laki,43,4,Tidak,390000
TRX00388,2026-04-16,Jakarta,Aksesoris,Headset Bluetooth,1000000,3,3000000,Debit,Perempuan,23,3,Tidak,1000000
TRX00389,2026-04-15,Malang,Laptop,ASUS Vivobook 14,10450000,3,31350000,Kredit,Perempuan,27,5,Tidak,450000
TRX00390,2026-04-21,Malang,Laptop,Lenovo IdeaPad Slim 3,14550000,4,58200000,Tunai,Laki-laki,22,3,Tidak,520000
TRX00391,2026-06-29,Malang,Smartphone,Samsung Galaxy A15,6950000,1,6950000,Debit,Laki-laki,50,4,Tidak,530000
TRX00392,2026-02-25,Surabaya,Elektronik Rumah Tangga,Air Fryer,5100000,2,11723000,Tunai,Perempuan,28,5,Ya,660000
TRX00393,2026-01-18,Jakarta,Aksesoris,Headset Bluetooth,400000,1,400000,E-Wallet,Perempuan,24,5,Tidak,740000
TRX00394,2026-04-07,Malang,Aksesoris,Keyboard Mechanical,1050000,2,2100000,Kredit,Laki-laki,38,5,Tidak,500000
TRX00395,2026-01-29,Surabaya,Smartphone,Samsung Galaxy A15,5750000,1,5750000,Debit,Laki-laki,33,1,Tidak,410000
TRX00396,2026-06-19,Surabaya,Aksesoris,Mouse Wireless,700000,4,2800000,Kredit,Perempuan,45,4,Tidak,780000
